title,authors,abstracts,venue,year_token,year,primary_topic,reference_count,citation_count,keywords,venue_cav,venue_iclp,venue_kr,venue_lics,venue_lpnmr,Label
syntax-guided automated program repair for hyperproperties.,raven beutner tzu-han hsu borzoo bonakdarpour bernd finkbeiner,"abstract we study the problem of automatically repairing infinite-state software programs w.r.t. temporal hyperproperties. as a first step, we present a repair approach for the temporal logic hyperltl based on symbolic execution, constraint generation, and syntax-guided synthesis of repair expression (sygus). to improve the repair quality, we introduce the notation of a transparent repair that aims to find a patch that is as close as possible to the original program. as a practical realization, we develop an iterative repair approach. here, we search for a sequence of repairs that are closer and closer to the original program’s behavior. we implement our method in a prototype and report on encouraging experimental results using off-the-shelf sygus solvers.",cav,year_post_2024,2024,software testing and debugging techniques,57,0,"computer science, programming language, syntax, regular expression, realization (probability), temporal logic, notation, state (computer science), theoretical computer science, artificial intelligence",1.0,0.0,0.0,0.0,0.0,1
cadical 2.0.,armin biere tobias faller katalin fazekas mathias fleury nils froleyks florian pollitt,"abstract the sat solver cadical provides a rich feature set with a clean library interface. it has been adopted by many users, is well documented and easy to extend due to its effective testing and debugging infrastructure. in this tool paper we give a high-level introduction into the solver architecture and then go briefly over implemented techniques. we describe basic features and novel advanced usage scenarios. experiments confirm that cadical despite this flexibility has state-of-the-art performance both in a stand-alone as well as incremental setting.",cav,year_post_2024,2024,formal methods in verification,110,0,"computer science, debugging, flexibility (engineering), solver, problem solver, architecture, feature (linguistics), interface (matter), software engineering, set (abstract data type), programming language, state (computer science), theoretical computer science, distributed computing, operating system",1.0,0.0,0.0,0.0,0.0,1
arithmetic solving in z3.,nikolaj bjørner lev nachmanson,"abstract the theory of arithmetic is integral to many uses of smt solvers. z3 has implemented native solvers for arithmetic reasoning since its first release. we present a full re-implementation of z3’s original arithmetic solver. it is based on substantial experiences from user feedback, engineering and experimentation. while providing a comprehensive overview of the main components we emphasize selected new insights we arrived at while developing and testing the solver.",cav,year_post_2024,2024,formal methods in verification,0,0,"computer science, arithmetic, solver, satisfiability modulo theories, problem solver, programming language, theoretical computer science, computational science, mathematics",1.0,0.0,0.0,0.0,0.0,1
smlp: symbolic machine learning prover.,franz brauße zurab khasidashvili konstantin korovin,"abstract symbolic machine learning prover (smlp) is a tool and a library for system exploration based on data samples obtained by simulating or executing the system on a number of input vectors. smlp aims at exploring the system based on this data by taking a grey-box approach: smlp uses symbolic reasoning for ml model exploration and optimization under verification and stability constraints, based on smt, constraint, and neural network solvers. in addition, the model exploration is guided by probabilistic and statistical methods in a closed feedback loop with the system’s response. smlp has been applied in industrial setting at intel for analyzing and optimizing hardware designs at the analog level. smlp is a general purpose tool and can be applied to any system that can be sampled and modeled by machine learning models.",cav,year_post_2024,2024,vlsi and analog circuit testing,0,0,"computer science, probabilistic logic, artificial intelligence, constraint (computer-aided design), automated theorem proving, artificial neural network, gas meter prover, machine learning, theoretical computer science",1.0,0.0,0.0,0.0,0.0,5
soltg: a chc-based solidity test case generator.,konstantin britikov ilia zlatkin grigory fedyukovich leonardo alt natasha sharygina,"abstract achieving high test coverage is important when developing blockchain smart contracts, but it could be challenging without automated reasoning tools. in this paper, we present soltg , an automated test case generator for solidity based on constrained horn clauses (chc). soltg exhaustively enumerates symbolic path constraints from the contract’s chc representation and makes calls to the satisfiability modulo theories (smt) solver to find input values under which the contract exhibits the corresponding behavior. test cases synthesized by soltg have the form of a sequence of function calls over concrete values of input parameters which lead to a specific execution scenario. the tool supports multiple solidity-specific features and is capable of exhibiting a high coverage for industrial-grade solidity code. we present a detailed architecture of soltg based on the existing translation of smart contracts into a chc representation. we also present the experimental results for test generation on the regression and industrial benchmarks.",cav,year_post_2024,2024,software testing and debugging techniques,19,0,"solidity, computer science, generator (circuit theory), test (biology), artificial intelligence, programming language, power (physics), physics, geology",1.0,0.0,0.0,0.0,0.0,2
smt-based symbolic model-checking for operator precedence languages.,michele chiari luca geatti nicola gigante matteo pradella,"operator precedence languages (opl) have been recently identified as a suitable formalism for model checking recursive procedural programs, thanks to their ability of modeling the program stack. opl requirements can be expressed in the precedence oriented temporal logic (potl), which features modalities to reason on the natural matching between function calls and returns, exceptions, and other advanced programming constructs that previous approaches, such as visibly pushdown languages, cannot model effectively. existing approaches for model checking of potl have been designed following the explicit-state, automata-based approach, a feature that severely limits their scalability. in this paper, we give the first symbolic, smt-based approach for model checking potl properties. while previous approaches construct the automaton for both the potl formula and the model of the program, we encode them into a (sequence of) smt formulas. the search of a trace of the model witnessing a violation of the formula is then carried out by an smt-solver, in a bounded model checking fashion. we carried out an experimental evaluation, which shows the effectiveness of the proposed solution.",cav,year_post_2024,2024,formal methods in verification,31,0,"programming language, computer science, operator (biology), theoretical computer science",1.0,0.0,0.0,0.0,0.0,2
a framework for debugging automated program verification proofs via proof actions.,chanhee cho yi zhou jay bosamiya bryan parno,"abstract many program verification tools provide automation via smt solvers, allowing them to automatically discharge many proofs. however, when a proof fails, it can be hard to understand why it failed or how to fix it. the main feedback the developer receives is simply the verification result (i.e., success or failure), with no visibility into the solver’s internal state. to assist developers using such tools, we introduce proofplumber, a novel and extensible proof-action framework for understanding and debugging proof failures. proof actions act on the developer’s source-level proofs (e.g., assertions and lemmas) to determine why they failed and potentially suggest remedies. we evaluate proofplumber by writing a collection of proof actions that capture common proof debugging practices. we produce 17 proof actions, each only 29–177 lines of code.",cav,year_post_2024,2024,"logic, programming, and type systems",40,0,"mathematical proof, computer science, debugging, programming language, algorithmic program debugging, automated proof checking, automated theorem proving, theoretical computer science, software engineering",1.0,0.0,0.0,0.0,0.0,3
qreach: a reachability analysis tool for quantum markov chains.,aochu dai mingsheng ying,"abstract we present qreach, the first reachability analysis tool for quantum markov chains based on decision diagrams cflobdd (presented at cav 2023). qreach provides a novel framework for finding reachable subspaces, as well as a series of model-checking subprocedures like image computation. experiments indicate its practicality in verification of quantum circuits and algorithms. qreach is expected to play a central role in future quantum model checkers.",cav,year_post_2024,2024,quantum computing algorithms and architecture,23,0,"reachability, computer science, markov chain, quantum, theoretical computer science, markov process, mathematics, machine learning, quantum mechanics, physics",1.0,0.0,0.0,0.0,0.0,2
regular reinforcement learning.,e. j. capaldi,"abstract in reinforcement learning, an agent incrementally refines a behavioral policy through a series of episodic interactions with its environment. this process can be characterized as explicit reinforcement learning, as it deals with explicit states and concrete transitions. building upon the concept of symbolic model checking, we propose a symbolic variant of reinforcement learning, in which sets of states are represented through predicates and transitions are represented by predicate transformers. drawing inspiration from regular model checking, we choose regular languages over the states as our predicates, and rational transductions as predicate transformations. we refer to this framework as regular reinforcement learning , and study its utility as a symbolic approach to reinforcement learning. theoretically, we establish results around decidability, approximability, and efficient learnability in the context of regular reinforcement learning. towards practical applications, we develop a deep regular reinforcement learning algorithm, enabled by the use of graph neural networks. we showcase the applicability and effectiveness of (deep) regular reinforcement learning through empirical evaluation on a diverse set of case studies.",cav,year_post_2024,2024,reinforcement learning in robotics,0,0,"computer science, reinforcement learning, artificial intelligence",1.0,0.0,0.0,0.0,0.0,4
"hevm, a fast symbolic execution framework for evm bytecode.",dxo mate soos zoe paraskevopoulou martin lundfall mikael brockman,"abstract we present , a symbolic execution engine for the evm. can prove safety properties for evm bytecode or verify semantic equivalence between two bytecode objects. it exposes a user-friendly api in solidity that allows end-users to define symbolic tests using almost the same syntax as they would for their usual unit tests. we evaluate our framework against state-of-the-art tools, using a comprehensive set of benchmarks. our empirical findings demonstrate that outperforms its counterparts, effectively solving a greater number of problems within competitive time frames.",cav,year_post_2024,2024,radiation effects in electronics,0,0,"bytecode, computer science, programming language, symbolic execution, parallel computing, theoretical computer science, software",1.0,0.0,0.0,0.0,0.0,1
synthesis of temporal causality.,bernd finkbeiner hadar frenkel niklas metzger julian siber,"abstract we present an automata-based algorithm to synthesize $$\omega $$ <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml""> <mml:mi>ω</mml:mi> </mml:math> -regular causes for $$\omega $$ <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml""> <mml:mi>ω</mml:mi> </mml:math> -regular effects on executions of a reactive system, such as counterexamples uncovered by a model checker. our theory is a generalization of temporal causality , which has recently been proposed as a framework for drawing causal relationships between trace properties on a given trace. so far, algorithms exist only for verifying a single causal relationship and, as an extension, cause synthesis through enumeration, which is complete only for a small fragment of effect properties. this work presents the first complete cause-synthesis algorithm for the class of $$\omega $$ <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml""> <mml:mi>ω</mml:mi> </mml:math> -regular effects. we show that in this case, causes are guaranteed to be $$\omega $$ <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml""> <mml:mi>ω</mml:mi> </mml:math> -regular themselves and can be computed as, e.g., nondeterministic büchi automata. we demonstrate the practical feasibility of this algorithm with a prototype tool and evaluate its performance for cause synthesis and cause checking.",cav,year_post_2024,2024,formal methods in verification,49,0,"computer science, causality (physics), algorithm, theoretical computer science",1.0,0.0,0.0,0.0,0.0,4
information flow guided synthesis with unbounded communication.,bernd finkbeiner niklas metzger yoram moses,"abstract information flow guided synthesis is a compositional approach to the automated construction of distributed systems where the assumptions between the components are captured as information-flow requirements. information-flow requirements are hyperproperties that ensure that if a component needs to act on certain information that is only available in other components, then this information will be passed to the component. we present a new method for the automatic construction of information flow assumptions from specifications given as temporal safety properties. the new method is the first approach to handle situations where the required amount of information is unbounded. for example, we can analyze communication protocols that transmit a stream of messages in a potentially infinite loop. we show that component implementations can then, in principle, be constructed from the information flow requirements using a synthesis tool for hyperproperties. we additionally present a more practical synthesis technique that constructs the components using efficient methods for standard synthesis from trace properties. we have implemented the technique in the prototype tool flowsy , which outperforms previous approaches to distributed synthesis on several benchmarks.",cav,year_post_2024,2024,formal methods in verification,31,0,"computer science, component (thermodynamics), information flow, trace (psycholinguistics), distributed computing, implementation, flow (mathematics), theoretical computer science, programming language",1.0,0.0,0.0,0.0,0.0,2
measurement-based verification of quantum markov chains.,ji guan yuan feng andrea turrini mingsheng ying,"abstract model-checking techniques have been extended to analyze quantum programs and communication protocols represented as quantum markov chains, an extension of classical markov chains. to specify qualitative temporal properties, a subspace-based quantum temporal logic is used, which is built on birkhoff-von neumann atomic propositions. these propositions determine whether a quantum state is within a subspace of the entire state space. in this paper, we propose the measurement-based linear-time temporal logic mltl to check quantitative properties. mltl builds upon classical linear-time temporal logic (ltl) but introduces quantum atomic propositions that reason about the probability distribution after measuring a quantum state. to facilitate verification, we extend the symbolic dynamics-based techniques for stochastic matrices described by agrawal et al. (jacm 2015) to handle more general quantum linear operators (super-operators) through eigenvalue analysis. this extension enables the development of an efficient algorithm for approximately model checking a quantum markov chain against an mltl formula. to demonstrate the utility of our model-checking algorithm, we use it to simultaneously verify linear-time properties of both quantum and classical random walks. through this verification, we confirm the previously established advantages discovered by ambainis et al. (stoc 2001) of quantum walks over classical random walks and discover new phenomena unique to quantum walks.",cav,year_post_2024,2024,formal methods in verification,35,0,"quantum walk, markov chain, computer science, quantum, quantum algorithm, algorithm, theoretical computer science, mathematics, discrete mathematics, quantum mechanics, physics",1.0,0.0,0.0,0.0,0.0,1
general anticipatory runtime verification.,raik hipler hannes kallwies martin leucker césar sánchez,"abstract runtime verification is a technique for monitoring a system’s behavior against a formal specification. monitors must produce verdicts that are sound with respect to the specification. anticipation is the ability to immediately produce verdicts when the monitor can confidently predict the inevitability of the verdict. stream runtime verification is a specialized form of runtime verification tailored to the monitoring and verification of data streams. in this paper we study anticipatory monitoring for stream runtime verification. more specifically, we present an algorithm with anticipation for monitoring of lola specifications, which we then extend to exploit assumptions and tolerate uncertainties. as perfect anticipation is in general not computable, we use techniques from abstract interpretation, especially widening, to approximate anticipatory monitoring verdicts. finally, we report on three empirical cases studies using a prototype implementation of a symbolic instantiation of our approach.",cav,year_post_2024,2024,formal methods in verification,35,0,"runtime verification, computer science, anticipation (artificial intelligence), formal verification, exploit, software verification, model checking, programming language, real-time computing, software, artificial intelligence, computer security, software system",1.0,0.0,0.0,0.0,0.0,1
proactive real-time first-order enforcement.,françois hublet leonardo lima david basin srđan krstić dmitriy traytel,"abstract modern software systems must comply with increasingly complex regulations in domains ranging from industrial automation to data protection. runtime enforcement addresses this challenge by empowering systems to not only observe, but also actively control, the behavior of target systems by modifying their actions to ensure policy compliance. we propose a novel approach to the proactive real-time enforcement of policies expressed in metric first-order temporal logic (mfotl). we introduce a new system model, define an expressive mfotl fragment that is enforceable in that model, and develop a sound enforcement algorithm for this fragment. we implement this algorithm in a tool called whyenf and carry out a case study on enforcing gdpr-related policies. our tool can enforce all policies from the study in real-time with modest overhead. our work thus provides the first tool-supported approach that can proactively enforce expressive first-order policies in real time.",cav,year_post_2024,2024,formal methods in verification,0,0,"computer science, enforcement, order (exchange), programming language, law",1.0,0.0,0.0,0.0,0.0,1
the moxi model exchange tool suite.,chris johannsen karthik nukala rohit dureja ahmed irfan natarajan shankar cesare tinelli moshe y. vardi kristin yvonne rozier,"abstract we release the first tool suite implementing moxi (model exchange interlingua), an intermediate language for symbolic model checking designed to be an international research-community standard and developed by a widespread collaboration under a national science foundation (nsf) cise community research infrastructure initiative. although we focus here on hardware verification, the moxi language is useful for software model checking and verification of infinite-state systems in general. moxi builds on elements of smt-lib 2; it is easy to add new theories and operators. our contributions include: (1) introducing the first tool suite of automated translators into and out of the new model-checking intermediate language; (2) composing an initial example benchmark set enabling the model-checking research community to build future translations; (3) compiling details for utilizing, extending, and improving upon our tool suite, including usage characteristics and initial performance data. experimental evaluations demonstrate that compiling smv-language models through moxi to perform symbolic model checking with the tools from the last hardware model checking competition performs competitively with model checking directly via nuxmv .",cav,year_post_2024,2024,formal methods in verification,0,0,"computer science, suite, benchmark (surveying), model checking, programming language, set (abstract data type), symbolic execution, software engineering, software, focus (optics), state (computer science)",1.0,0.0,0.0,0.0,0.0,1
soid: a tool for legal accountability for automated decision making.,samuel judson matthew elacqua filip cano timos antonopoulos bettina könighofer scott j. shapiro ruzica piskac,"abstract we present $$\textsf{soid}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml""> <mml:mi>soid</mml:mi> </mml:math> , a tool for interrogating the decision making of autonomous agents using smt-based automated reasoning. relying on the z3 smt solver and klee symbolic execution engine, $$\textsf{soid}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml""> <mml:mi>soid</mml:mi> </mml:math> allows investigators to receive rigorously proven answers to factual and counterfactual queries about agent behavior, enabling effective legal and engineering accountability for harmful or otherwise incorrect decisions. we evaluate $$\textsf{soid}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml""> <mml:mi>soid</mml:mi> </mml:math> qualitatively and quantitatively on a pair of examples, i) a buggy implementation of a classic decision tree inference benchmark from the explainable ai (xai) literature; and ii) a car crash in a simulated physics environment. for the latter, we also contribute the $$\textsf{soid}\hbox {-}\!\textsf{gui}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml""> <mml:mrow> <mml:mi>soid</mml:mi> <mml:mtext>-</mml:mtext> <mml:mspace/> <mml:mi>gui</mml:mi> </mml:mrow> </mml:math> , a domain-specific, web-based example interface for legal and other practitioners to specify factual and counterfactual queries without requiring sophisticated programming or formal methods expertise.",cav,year_post_2024,2024,explainable artificial intelligence (xai),32,0,"computer science, algorithm, machine learning, counterfactual thinking, artificial intelligence, database, philosophy",1.0,0.0,0.0,0.0,0.0,2
what should be observed for optimal reward in pomdps?,alyzia-maria konsta alberto lluch lafuente christoph matheja,"partially observable markov decision processes (pomdps) are a standard model for agents making decisions in uncertain environments. most work on pomdps focuses on synthesizing strategies based on the available capabilities. however, system designers can often control an agent's observation capabilities, e.g. by placing or selecting sensors. this raises the question of how one should select an agent's sensors cost-effectively such that it achieves the desired goals. in this paper, we study the novel optimal observability problem oop: given a pomdp m, how should one change m's observation capabilities within a fixed budget such that its (minimal) expected reward remains below a given threshold? we show that the problem is undecidable in general and decidable when considering positional strategies only. we present two algorithms for a decidable fragment of the oop: one based on optimal strategies of m's underlying markov decision process and one based on parameter synthesis with smt. we report promising results for variants of typical examples from the pomdp literature.",cav,year_post_2024,2024,reinforcement learning in robotics,29,0,"computer science, mathematical optimization, mathematics",1.0,0.0,0.0,0.0,0.0,1
using four-valued signal temporal logic for incremental verification of hybrid systems.,florian lercher matthias althoff,"abstract hybrid systems are often safety-critical and at the same time difficult to formally verify due to their mixed discrete and continuous behavior. to address this issue, we propose a novel incremental verification algorithm for hybrid systems based on online monitoring techniques and reachability analysis. to this end, we develop a four-valued semantics for signal temporal logic that allows us to distinguish two types of uncertainty: one arising from set-based evaluation and another one from the incremental nature of our algorithm. using these semantics to continuously update the verification verdict, our verification algorithm is the first to run alongside the reachability analysis of the system to be verified. this makes it possible to stop the reachability analysis as soon as we obtain a conclusive verdict. we demonstrate the usefulness of our novel approach by several experiments.",cav,year_post_2024,2024,formal methods in verification,35,0,"reachability, computer science, semantics (computer science), model checking, temporal logic, set (abstract data type), formal verification, algorithm, hybrid system, signal (programming language), runtime verification, linear temporal logic, theoretical computer science, programming language, machine learning",1.0,0.0,0.0,0.0,0.0,2
guiding enumerative program synthesis with large language models.,yixuan li julian parsert elizabeth polgreen,"pre-trained large language models (llms) are beginning to dominate the discourse around automatic code generation with natural language specifications. in contrast, the best-performing synthesizers in the domain of formal synthesis with precise logical specifications are still based on enumerative algorithms. in this paper, we evaluate the abilities of llms to solve formal synthesis benchmarks by carefully crafting a library of prompts for the domain. when one-shot synthesis fails, we propose a novel enumerative synthesis algorithm, which integrates calls to an llm into a weighted probabilistic search. this allows the synthesizer to provide the llm with information about the progress of the enumerator, and the llm to provide the enumerator with syntactic guidance in an iterative loop. we evaluate our techniques on benchmarks from the syntax-guided synthesis (sygus) competition. we find that gpt-3.5 as a stand-alone tool for formal synthesis is easily outperformed by state-of-the-art formal synthesis algorithms, but our approach integrating the llm into an enumerative synthesis algorithm shows significant performance gains over both the llm and the enumerative synthesizer alone and the winning sygus competition tool.",cav,year_post_2024,2024,parallel computing and optimization techniques,45,0,"programming language, computer science, linguistics, philosophy",1.0,0.0,0.0,0.0,0.0,4
collective contracts for message-passing parallel programs.,ziqing luo stephen f. siegel,"abstract procedure contracts are a well-known approach for specifying programs in a modular way. we investigate a new contract theory for collective procedures in parallel message-passing programs. as in the sequential setting, one can verify that a procedure f conforms to its contract using only the contracts, and not the implementations, of the collective procedures called by f . we apply this approach to c programs that use the message passing interface (mpi), introducing a new contract language that extends the ansi/iso c specification language. we present contracts for the standard mpi collective functions, as well as many user-defined collective functions. a prototype verification system has been implemented using the civl model checker for checking contract satisfaction within small bounds on the number of processes.",cav,year_post_2024,2024,"logic, programming, and type systems",62,0,"computer science, modular design, implementation, message passing, programming language, interface (matter), message passing interface, parallel computing",1.0,0.0,0.0,0.0,0.0,1
toward liveness proofs at scale.,kenneth l. mcmillan,"abstract while the problem of mechanized proof of liveness of reactive programs has been studied for decades, there is currently no method of proving liveness that is conceptually simple to apply in practice to realistic problems, can be scaled to large problems without modular decomposition, and does not fail unpredictably due to the use of fragile heuristics. we introduce a method of liveness proof by relational rankings, implement it, and show that it meets these criteria in a realistic industrial case study involving a model of the memory subsystem in a cpu.",cav,year_post_2024,2024,formal methods in verification,0,0,"liveness, computer science, mathematical proof, scale (ratio), theoretical computer science, programming language, mathematics, cartography, geography, geometry",1.0,0.0,0.0,0.0,0.0,2
playing games with your pet: extending the partial exploration tool to stochastic games.,tobias meggendorfer maximilian weininger,"partial exploration tool 2.0 important: in case you want to use pet or write some extensions, we strongly recommend obtaining the current version from the repository https://gitlab.lrz.de/i7/partial-exploration. pet is still under active development and already changed significantly compared to this version. a detailed readme how to use this artifact can be found inside the .zip file.",cav,year_post_2024,2024,scientific computing and data management,47,0,"mathematical economics, computer science, psychology, mathematics",1.0,0.0,0.0,0.0,0.0,1
simulating quantum circuits by model counting.,jingyi mei marcello bonsangue alfons laarman,"quantum circuit compilation comprises many computationally hard reasoning tasks that nonetheless lie inside #$\mathbf{p}$ and its decision counterpart in $\mathbf{pp}$. the classical simulation of general quantum circuits is a core example. we show for the first time that a strong simulation of universal quantum circuits can be efficiently tackled through weighted model counting by providing a linear encoding of clifford+t circuits. to achieve this, we exploit the stabilizer formalism by knill, gottesmann, and aaronson and the fact that stabilizer states form a basis for density operators. with an open-source simulator implementation, we demonstrate empirically that model counting often outperforms state-of-the-art simulation techniques based on the zx calculus and decision diagrams. our work paves the way to apply the existing array of powerful classical reasoning tools to realize efficient quantum circuit compilation; one of the obstacles on the road towards quantum supremacy.",cav,year_post_2024,2024,machine learning and algorithms,72,0,"electronic circuit, quantum, physics, computer science, statistical physics, quantum mechanics",1.0,0.0,0.0,0.0,0.0,1
relational synthesis of recursive programs via constraint annotated tree automata.,anders miltner ziteng wang swarat chaudhuri isil dillig,"abstract in this paper, we present a new synthesis method based on the novel concept of a constraint annotated tree automaton (cata) . a cata is a variant of a finite tree automaton (fta) where the acceptance of a term by the automaton is conditioned upon the logical satisfiability of a formula. in the context of program synthesis, catas allow the construction of a more precise version space than ftas by ruling out programs that make inconsistent assumptions about the unknown semantics of functions under synthesis. we apply our proposed algorithm to synthesizing recursive (or mutually recursive) procedures from relational specifications and demonstrate that our method allows solving synthesis problems that are beyond the scope of existing approaches.",cav,year_post_2024,2024,"logic, programming, and type systems",53,0,"computer science, automaton, theoretical computer science, tree (set theory), programming language, constraint (computer-aided design), algorithm, mathematics",1.0,0.0,0.0,0.0,0.0,3
interactive theorem proving modulo fuzzing.,sujit kumar muduli rohan ravikumar padulkar subhajit roy,"abstract interactive theorem provers (itps) exploit the collaboration between humans and computers, enabling proof of complex theorems. further, itps allow extraction of provably correct implementations from proofs. however, often, the extracted code interface with external libraries containing real-life complexities—proprietary library calls, remote/cloud apis, complex models like ml models, inline assembly, highly non-linear arithmetic, vector instructions etc. we refer to such functions/operations as closed-box components . for such components, the user has to provide appropriate assumed lemmas to model the behavior of these functions. however, we found instances where these assumed lemmas are inconsistent with the actual semantics of these closed-box components. hence, even correct-by-construction code extracted from an itp may still behave incorrectly when interfaced with such closed-box components . to this end, we propose starfuzz , that allows the $$\text {f}^\star $$ <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml""> <mml:msup> <mml:mtext>f</mml:mtext> <mml:mo>⋆</mml:mo> </mml:msup> </mml:math> interactive theorem prover to provide better end-to-end assurance on the application— even when interfaced with the closed-box components . under the hood, starfuzz rides on sādhak , an smt solver that combines fuzz testing to allow satisfiability checking over closed-box components. on the $$\text {f}^\star $$ <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml""> <mml:msup> <mml:mtext>f</mml:mtext> <mml:mo>⋆</mml:mo> </mml:msup> </mml:math> library that includes external implementations in ocaml, starfuzz discovered four bugs—one bug that revealed an error on the assumed lemmas for a closed-box function, and three bugs in the external implementations of these components.",cav,year_post_2024,2024,security and verification in computing,0,0,"computer science, automated theorem proving, satisfiability modulo theories, algorithm, programming language, solver, interface (matter), mathematical proof, modulo, gas meter prover, theoretical computer science, discrete mathematics, mathematics, operating system",1.0,0.0,0.0,0.0,0.0,4
quantified linear arithmetic satisfiability via fine-grained strategy improvement.,charlie murphy zachary kincaid,"abstract checking satisfiability of formulae in the theory of linear arithmetic has far reaching applications, including program verification and synthesis. many satisfiability solvers excel at proving and disproving satisfiability of quantifier-free linear arithmetic formulas and have recently begun to support quantified formulas. beyond simply checking satisfiability of formulas, fine-grained strategies for satisfiability games enables solving additional program verification and synthesis tasks. quantified satisfiability games are played between two players—sat and unsat—who take turns instantiating quantifiers and choosing branches of boolean connectives to evaluate the given formula. a winning strategy for sat (resp. unsat) determines the choices of sat (resp. unsat) as a function of unsat ’s (resp. sat ’s) choices such that the given formula evaluates to true (resp. false) no matter what choices unsat (resp. sat) may make. as we are interested in both checking satisfiability and synthesizing winning strategies, we must avoid conversion to normal-forms that alter the game semantics of the formula (e.g. prenex normal form). we present fine-grained strategy improvement and strategy synthesis, the first technique capable of synthesizing winning fine-grained strategies for linear arithmetic satisfiability games, which may be used in higher-level applications. we experimentally evaluate our technique and find it performs favorably compared with state-of-the-art solvers.",cav,year_post_2024,2024,formal methods in verification,22,0,"satisfiability, computer science, boolean satisfiability problem, conjunctive normal form, algorithm, satisfiability modulo theories, theoretical computer science",1.0,0.0,0.0,0.0,0.0,3
scalable bit-blasting with abstractions.,aina niemetz mathias preiner yoni zohar,"abstract the dominant state-of-the-art approach for solving bit-vector formulas in satisfiability modulo theories (smt) is bit-blasting, an eager reduction to propositional logic. bit-blasting is surprisingly efficient in practice but does not generally scale well with increasing bit-widths, especially when bit-vector arithmetic is present. in this paper, we present a novel cegar-style abstraction-refinement procedure for the theory of fixed-size bit-vectors that significantly improves the scalability of bit-blasting. we provide lemma schemes for various arithmetic bit-vector operators and an abduction-based framework for synthesizing refinement lemmas. we extended the state-of-the-art smt solver bitwuzla with our abstraction-refinement approach and show that it significantly improves solver performance on a variety of benchmark sets, including industrial benchmarks that arise from smart contract verification.",cav,year_post_2024,2024,formal methods in verification,30,0,"satisfiability modulo theories, computer science, scalability, benchmark (surveying), abstraction, theoretical computer science, satisfiability, bit (key), algorithm, parallel computing, arithmetic, mathematics",1.0,0.0,0.0,0.0,0.0,1
split gröbner bases for satisfiability modulo finite fields.,alex ozdemir shankara pailoor alp bassa kostas ferles clark barrett işil dillig,"abstract satisfiability modulo finite fields enables automated verification for cryptosystems. unfortunately, previous solvers scale poorly for even some simple systems of field equations, in part because they build a full gröbner basis (gb) for the system. we propose a new solver that uses multiple, simpler gbs instead of one full gb. our solver, implemented within the cvc5 smt solver, admits specialized propagation algorithms, e.g., for understanding bitsums. experiments show that it solves important bitsum-heavy determinism benchmarks far faster than prior solvers, without introducing much overhead for other benchmarks.",cav,year_post_2024,2024,cryptographic implementations and security,54,0,"satisfiability modulo theories, computer science, solver, modulo, satisfiability, finite field, boolean satisfiability problem, overhead (engineering), theoretical computer science, algorithm, simple (philosophy), discrete mathematics, programming language, mathematics",1.0,0.0,0.0,0.0,0.0,1
optimization-based model checking and trace synthesis for complex stl specifications.,sota sato jie an zhenya zhang ichiro hasuo,"abstract techniques of light-weight formal methods, such as monitoring and falsification, are attracting attention for quality assurance of cyber-physical systems. the techniques require formal specs, however, and writing right specs is still a practical challenge. commonly one relies on trace synthesis —i.e. automatic generation of a signal that satisfies a given spec—to examine the meaning of a spec. in this work, motivated by 1) complex stl specs from an automotive safety standard and 2) the struggle of existing tools in their trace synthesis, we introduce a novel trace synthesis algorithm for stl specs. it combines the use of milp (inspired by works on controller synthesis) and a variable-interval encoding of stl semantics (previously studied for smt-based stl model checking). the algorithm solves model checking, too, as the dual of trace synthesis. our experiments show that only ours has realistic performance needed for the interactive examination of stl specs by trace synthesis.",cav,year_post_2024,2024,formal methods in verification,38,0,"computer science, trace (psycholinguistics), programming language, model checking, algorithm",1.0,0.0,0.0,0.0,0.0,2
localized attractor computations for infinite-state games.,anne-kathrin schmuck philippe heim rayna dimitrova satya prakash nayak,"infinite-state games are a commonly used model for the synthesis of reactive systems with unbounded data domains. symbolic methods for solving such games need to be able to construct intricate arguments to establish the existence of winning strategies. often, large problem instances require prohibitively complex arguments. therefore, techniques that identify smaller and simpler sub-problems and exploit the respective results for the given game-solving task are highly desirable. in this paper, we propose the first such technique for infinite-state games. the main idea is to enhance symbolic game-solving with the results of localized attractor computations performed in sub-games. the crux of our approach lies in identifying useful sub-games by computing permissive winning strategy templates in finite abstractions of the infinite-state game. the experimental evaluation of our method demonstrates that it outperforms existing techniques and is applicable to infinite-state games beyond the state of the art.",cav,year_post_2024,2024,"computability, logic, ai algorithms",36,0,"attractor, computation, state (computer science), mathematics, computer science, mathematical economics, mathematical analysis, algorithm",1.0,0.0,0.0,0.0,0.0,1
