title,authors,abstracts,venue,year_token,year,primary_topic,reference_count,citation_count,keywords,Label
reachability analysis neural agentenvironment system,oliver gates matthew newton konstantinos gatsis,noabstract,kr,year_2018_2019,2018,notopic,37,0,nokeyword,3
preference relation approximation,qian qi,noabstract,kr,year_2018_2019,2018,notopic,21,0,nokeyword,4
generator hard 2qbf formula asp program,wolfgang faber francesco ricca,noabstract,kr,year_2018_2019,2018,notopic,38,0,nokeyword,3
gradual semantic accounting similarity argument,noauthor,noabstract,kr,year_2018_2019,2018,notopic,30,0,nokeyword,2
measure similarity logical argument,noauthor,noabstract,kr,year_2018_2019,2018,notopic,30,0,nokeyword,3
gradual semantic weight graph unify approach,markus kuba alois panholzer,noabstract,kr,year_2018_2019,2018,notopic,7,0,nokeyword,2
progression situation calculus universal theory constant,denis ponomaryov mikhail soutchanski,noabstract,kr,year_2018_2019,2018,notopic,39,0,nokeyword,1
loop restrict existential rule firstorder rewritability query answer,vernon asuncion yan zhang heng zhang yun bai,ontologybase data access obda classical database enhance ontology form logical assertion generate new intensional knowledge powerful form logical assertion tuplegenerate dependency tgds also call existential rule horn rule extend allow existential quantifier appear rule head paper introduce new language call loop restrict lr tgds existential rule tgds certain restriction loop embed underlying rule set study complexity new language show conjunctive query answer cqa lr tgds decid able particular prove language satisfie socalle bound derivationdepth prop erty bddp imply cqa firstorder rewritable datum complexity ac0 also prove combine complexity cqa exptime complete language membership pspace complete extend lr tgds language generalise loop restrict glr tgds language prove class tgds still remain firstorder rewritable properly contain firstorder rewritable tgds class discover literature far,kr,year_2018_2019,2018,notopic,25,0,nokeyword,3
make repair description logic gentle,noauthor,noabstract,kr,year_2018_2019,2018,notopic,24,0,nokeyword,3
change observation epistemic temporal logic,joeri engelfriet,study dynamic change agent observational power logic knowledge time consider ctlk extension ctl knowledge operator enrich new operator model change agent way observe system extend classic semantic knowledge perfectrecall agents account change observation show new operator strictly increase expressivity ctlk reduce modelchecking problem logic ctlk know decidable provide solution modelchecke problem logic complexity optimal indeed provide direct decision procedure well complexity,kr,year_2018_2019,2018,notopic,30,0,nokeyword,4
approximate perfect recall model check strategic ability,francesco belardinelli alessio lomuscio vadim malvone emily yu,noabstract,kr,year_2018_2019,2018,notopic,29,0,nokeyword,3
knowledge representation cognition learningenable robot manipulation,alana de santana correia,noabstract,kr,year_2018_2019,2018,notopic,20,0,nokeyword,4
thought wellfoundedness weight abstract argumentation,stefano bistarelli francesco santini,noabstract,kr,year_2018_2019,2018,notopic,10,0,nokeyword,3
law counterfactual causal reasoning,james woodward,noabstract,kr,year_2018_2019,2018,notopic,32,0,nokeyword,5
well eager lazy agent type impact successfulness implicit coordination,jana neitsch oliver niebuhr,noabstract,kr,year_2018_2019,2018,notopic,25,0,nokeyword,5
combine extensionbased semantic rankingbase semantic abstract argumentation,jérôme delobelle,noabstract,kr,year_2018_2019,2018,notopic,27,0,nokeyword,3
introduce temporal stable model linear dynamic logic,l giordano,noabstract,kr,year_2018_2019,2018,notopic,37,0,nokeyword,2
reason justifiable exception contextual hierarchy,bozzato loris serafini luciano eiter thomas,problem reason context dependent knowledge recently gain interest area description logicbase knowledge basis kb among several proposal consider contextualized knowledge repository ckr framework ckr model recently extend capability reason global context independent defeasible axiom overridden local context specific knowledge ckr application often useful reason hierarchical organization contexts highlight recent effort extend ckr framework allow representation exception handle inheritance knowledge across local context first concentrated limitation particular kind context organization ie rank hierarchy allow we simplify definition reasoning procedure generalize proposal extend reasoning exception handle general contextual hierarchy paper summarize basic definition simple ckr justifiable exception emerge computational property aspbase reasoning procedure develop moreover highlight open challenge generalize approach future direction,kr,year_2018_2019,2018,logic reasoning knowledge,28,0,computer science epistemology psychology philosophy,3
decidability complexity timelinebase plan dense temporal domain,nicola gigante andrea micheli angelo montanari enrico scala,noabstract,kr,year_2018_2019,2018,notopic,17,0,nokeyword,3
finite ltl synthesis environment assumption quality measure,benjamin aminof giuseppe de giacomo giuseppe perelli sasha rubin,paper investigate problem synthesize strategy linear temporal logic ltl specification interpret finite trace problem central automate construction controller robot program business process study natural variant finite ltl synthesis problem strategy guarantee predicate specified environment behavior explore quantitative extension ltl support specification quality measure utilize synthesize highquality strategy propose new notion optimality associate algorithm yield strategy good satisfy specify quality measure algorithm utilize automatagame approach position well future implementation via exist stateoftheart technique,kr,year_2018_2019,2018,notopic,23,0,nokeyword,1
combine approach query answer hornalchoiq,jef wijsen,noabstract,kr,year_2018_2019,2018,notopic,28,0,nokeyword,1
semantic perspective belief change preferential nonmonotonic framework,giovanni casini thomas meyer,noabstract,kr,year_2018_2019,2018,notopic,31,0,nokeyword,3
approximate certainty query datum metadata,noauthor,noabstract,kr,year_2018_2019,2018,notopic,37,0,nokeyword,3
symbolic verification golog programs firstorder bdds,benjamin zarrieß jens claßen,noabstract,kr,year_2018_2019,2018,notopic,25,0,nokeyword,2
propositional predicate logic incomplete information,marco console paolo guagliardo leonid libkin,one common scenario handle incomplete information occur relational database describe incomplete knowledge three truth value use kleene logic propositional formulae rather peculiar extension predicate calculus design committee several decade ago part standard adopt vendor database management system really right way handle incompleteness propositional predicate logic goal answer question use epistemic approach rst characterize possible level partial knowledge proposition lead six truth value impose rationality condition semantic connective propositional logic prove kleene logic maximal sublogic standard optimization rule apply thereby justify design choice extension predicate logic however show additional truth value necessary every manyvalue extension rstorder logic database incomplete information represent null value powerful usual twovalue logic standard boolean interpretation connective use observation analyze logic underlie sql query evaluation conclude manyvalue extension handling incompleteness add expressiveness,kr,year_2018_2019,2018,logic reasoning knowledge,37,0,computer science truth value classical logic predicate logic tnorm fuzzy logic predicate mathematical logic predicate variable propositional calculus wellforme formula firstorder logic propositional formula description logic extension predicate logic propositional variable predicate functor logic theoretical computer science atomic formula mathematics artificial intelligence intermediate logic programming language zerothorder logic autoepistemic logic multimodal logic,4
argumentation reasoning conflict clinical guideline preference,kristijonas čyras tiago oliveira amin karamlou francesca toni,noabstract,kr,year_2018_2019,2018,notopic,16,0,nokeyword,3
incorporate relevance epistemic state belief revision,jianbing ma weiru liu salem benferhat,noabstract,kr,year_2018_2019,2018,notopic,29,0,nokeyword,4
navigability bound recall,alessandro pavan,noabstract,kr,year_2018_2019,2018,notopic,10,0,nokeyword,1
exactlearner tool exact learning el ontology,boris konev ana ozaki frank wolter,noabstract,kr,year_2018_2019,2018,notopic,9,0,nokeyword,1
constructive logic cover argumentation logic programming,phan minh dung,noabstract,kr,year_2018_2019,2018,notopic,40,0,nokeyword,4
knowledge compilation multiagent epistemic logic kn,noauthor,noabstract,kr,year_2018_2019,2018,notopic,5,0,nokeyword,5
exploit treewidth count project answer set,johannes k. fichte markus hecher,noabstract,kr,year_2018_2019,2018,notopic,13,0,nokeyword,4
tool use ground reasoning everyday environment assistant robot,wolfram burgard,noabstract,kr,year_2018_2019,2018,notopic,22,0,nokeyword,3
combine causal judgment expert possibly different focus area,dalal alrajeh hana chockler joseph y. halpern,many realworld setting decisionmaker must combine information provide different expert order decide effective policy alrajeh chockler halpern 2018 show combine causal model compatible sense variable appear model expert agree causal structure work show causal model combine case expert might disagree causal structure variable appear model due different focus area provide new formal definition compatibility model set show compatible model combine also consider complexity determine whether model compatible believe notion define work direct relevance many practical decision make scenario come natural social medical science setting,kr,year_2018_2019,2018,notopic,12,0,nokeyword,1
study credibilitylimite base revision,marcelo a. falappa,noabstract,kr,year_2018_2019,2018,notopic,23,0,nokeyword,4
towards explainable inference object motion use qualitative reasoning,noauthor,capability make explainable inference regard physical process long desire one fundamental physical process object motion inferring cause motion group object even challenge task expert eg forensic science work literature rely physics simulation draw infer ence simulation require precise model lie domain work well essentially blackbox one hardly obtain useful explanation contrast qualitative reasoning method advan tage make transparent inference ambiguous infor mation make suitable task however suitable qualitative theory propose object motion threedimensional space paper take challenge develop qualitative theory motion rigid object base theory develop reasoning method solve interesting problem assume several object initially rest start move want infer action cause movement object,kr,year_2018_2019,2018,notopic,27,0,nokeyword,3
finite query answer expressive description logic transitive role,carsten lutz,study problem finite ontology mediate query answer fomqa variant omqa represent world assume finite thus finite model ontology consider adopt typical setting union conjunctive query ontology express description logic dls study fomqa relevant setting finitely controllable case dls without finite model property also allow transitive role declaration transitive role allow evaluate query challenge fomqa undecidable shoif know decidable horn fragment alcif show decidability fomqa three proper fragment soif soi sof sif approach characterise model relevant decide finite query entailment rely certain regularity model develop automatabased decision procedure optimal complexity bound,kr,year_2018_2019,2018,notopic,32,0,nokeyword,2
two agmstyle characterization model repair,paulo t. guerra renata wassermann,noabstract,kr,year_2018_2019,2018,logic reasoning knowledge,37,0,rationality characterization material science representation politic set abstract datum type property philosophy computer science belief revision mathematical economic artificial intelligence theoretical computer science mathematic epistemology philosophy,1
ontology stratification method comparative study,noauthor,noabstract,kr,year_2018_2019,2018,notopic,15,0,nokeyword,4
quantified markov logic network,peter jung giuseppe marra ondřej kuželka,markov logic network mlns wellsuite express statistic high probability smoker know another smoker express statement smoker know smoker necessary modeling eg influencer social network overcome shortcoming study quantify mlns generalize mlns introduce statistical universal quantifier allow express also latter type statistic principle way main technical contribution show standard reasoning task quantify mlns maximum posteriori marginal inference reduce respective mln counterpart polynomial time,kr,year_2018_2019,2018,notopic,28,0,nokeyword,2
hunt tractable language judgment aggregation,david cohen peter jeavons,judgment aggregation general framework collective decision make use model many different setting due general nature bad case complexity essentially relevant problem framework high however intractability result mainly due fact language represent aggregation domain overly expressive initiate investigation representation language judgment aggregation strike balance 1 limit enough yield computational tractability result 2 expressive enough model relevant application particular consider language krom formula definite horn formula boolean circuit decomposable negation normal form dnnf illustrate use positive complexity result obtain language concrete application voting spend budget ie participatory budgeting,kr,year_2018_2019,2018,notopic,43,0,nokeyword,1
parameterize complexity view description logic reasoning,boris motik,description logic knowledge representation language design strike balance expressivity computational tractability many different description logic develop numerous computational problem logic study computational complexity however essentially complexity analyse reasoning problem description logic use onedimensional framework classical complexity theory multidimensional framework parameterized complexity theory able provide much detailed image complexity reasoning problem paper argue framework parameterized complexity lot offer complexity analysis description logic reasoning problemswhen one take progressive forwardlooking view parameterized complexity tool substantiate argument mean three case study first case study problem concept satisfiability logic alc respect nearly acyclic tboxe second case study concern concept satisfiability alc concept parameterized number occurrence union operator number occurrence full existential quantification third case study offer critical look datum complexity result parameterize complexity point view three case study representative wide range use parameterized complexity method description logic problem,kr,year_2018_2019,2018,notopic,38,0,nokeyword,4
ontology partition use econnection revisit extended abstract,kazuki suzuki takashi okuda,noabstract,kr,year_2018_2019,2018,notopic,5,0,nokeyword,3
axiomatize qualitative principle conditional preservation iterate belief change,christoph beierle gabriele kern-isberner,noabstract,kr,year_2018_2019,2018,notopic,19,0,nokeyword,2
bayesian model selection statistical construction justification,noauthor,noabstract,kr,year_2018_2019,2018,notopic,1,0,nokeyword,3
towards argumentation system support patient selfmanage chronic condition,vivien coates,noabstract,kr,year_2018_2019,2018,notopic,21,0,nokeyword,2
default reasoning via topology mathematical analysis preliminary report,anna radzikowska,noabstract,kr,year_2018_2019,2018,notopic,45,0,nokeyword,4
cut diamond temporal logic probabilistic distribution,noauthor,noabstract,kr,year_2018_2019,2018,notopic,34,0,nokeyword,5
satbase approach pspace modal logic,stéphane demri,noabstract,kr,year_2018_2019,2018,notopic,7,0,nokeyword,3
weight learn probabilistic extension answer set program,joohyung lee yi wang,lpmln probabilistic extension answer set program weight scheme derive markov logic previous work show inference lpmln achieve paper present concept weight learn lpmln learning algorithm lpmln derive markov logic also present prototype implementation use answer set solver learn well example domain illustrate distinct feature lpmln learning learn lpmln accordance stable model semantic thereby learn parameter probabilistic extension knowledgerich domain answer set programming show useful limited deterministic case reachability analysis reasoning action dynamic domain also apply method learn parameter probabilistic abductive reasoning action,kr,year_2018_2019,2018,notopic,30,0,nokeyword,5
partialstate progression stream reason metric temporal logic,mattias tiger fredrik heintz,noabstract,kr,year_2018_2019,2018,notopic,6,0,nokeyword,3
query expressibility verification ontologybase datum access,josé mora lópez,ontologybase datum access multiple datum source integrate use ontology mapping practice often achieve bootstrapping process ontology mapping first design support important query source gradually extend enable additional query paper study two reasoning problem support approach expressibility problem ask whether give source query qs expressible target query ontologys vocabulary verification problem ask additionally give candidate target query qt whether qt express qs consider ucqs source target query gav mapping show problem pip2complete dllite conexptimecomplete el elhi source query root 2exptimecomplete unrestricted source query,kr,year_2018_2019,2018,notopic,48,0,nokeyword,3
reason knowledge strategy hierarchical information,simon busard charles pecheur hongyang qu franco raimondi,two distinct semantic consider knowledge context strategic reasoning depend whether player know other strategy problem distribute synthesis epistemic temporal specification know undecidable latter semantic already system hierarchical information however uninformed semantic problem decidable system work generalise result introduce epistemic extension strategy logic imperfect information semantic knowledge operator uninformed capture agent change observation power change strategy solve modelchecke problem class hierarchical instance provide solution vast class strategic problem epistemic temporal specification hierarchical system distribute synthesis rational synthesis,kr,year_2018_2019,2018,notopic,43,0,nokeyword,5
limited conjunction polynomial feature logic application obda,stephanie mcintyre alexander borgida david toman grant weddell,noabstract,kr,year_2018_2019,2018,notopic,13,0,nokeyword,2
knowledge representation reasoning answer science question case study food web question,silvia quarteroni,noabstract,kr,year_2018_2019,2018,notopic,10,0,nokeyword,5
strategic coalition system catastrophic failure,noauthor,noabstract,kr,year_2018_2019,2018,notopic,1,0,nokeyword,2
parametrise difference revision,s. mckeever w. luk a. derbyshire,noabstract,kr,year_2018_2019,2018,notopic,20,0,nokeyword,2
probabilistic strength argument structure,verheij bart,noabstract,kr,year_2018_2019,2018,notopic,31,0,nokeyword,5
structure learn relational logistic regression ensemble approach,nandini ramanan gautam kunapuli tushar khot bahare fatemi seyed mehran kazemi david poole kristian kersting sriraam natarajan,consider problem learn relational logistic regression rlr unlike standard logistic regression feature rlr firstorder formulae associate weight vector instead scalar weight turn problem learn rlr learning vectorweighte formulae develop learn algorithm base recently successful functionalgradient boost method probabilistic logic model derive functional gradient show weight learn simultaneously efficient manner empirical evaluation standard data set demonstrate superiority approach method learn rlr,kr,year_2018_2019,2018,bayesian model causal inference,53,0,logistic regression boost machine learn probabilistic logic artificial intelligence gradient boost statistical relational learn ensemble learning machine learn scalar mathematic computer science regression mathematic datum mining relational database statistic random forest,5
probabilistic abstract argumentation base scc decomposability,massimiliano giacomin pietro baroni federico cerutti,noabstract,kr,year_2018_2019,2018,notopic,27,0,nokeyword,3
hybrid approach optimization answer set programming,noauthor,noabstract,kr,year_2018_2019,2018,notopic,59,0,nokeyword,5
modelbase approach visual reasoning cnlvr dataset,khiem vinh tran hao phu phan kiet van nguyen ngan luu thuy nguyen,noabstract,kr,year_2018_2019,2018,notopic,15,0,nokeyword,5
belief promotion,iffat idris,noabstract,kr,year_2018_2019,2018,notopic,28,0,nokeyword,4
icon diagrammatic theorem prover ontology,daniel winterstein alan bundy corin gurr,noabstract,kr,year_2018_2019,2018,notopic,23,0,nokeyword,1
smtbase constraint answer set solver ezsmt nontight program,yuliya lierler marco maratea,constraint answer set programming integrate answer set programming constraint processing system ezsmt constraint answer set programming tool utilize satisfiability modulo theory solver search theoretical foundation lie generalization niemela characterization answer set logic program via call level ranking,kr,year_2018_2019,2018,notopic,36,0,nokeyword,2
standsin miss tool prototypical ground knowledgebase approach tool substitution,samuel tobler,robot operate dynamic environment assume tool require solve give task always available case miss tool ideal response would find substitute complete task paper present proof concept ground knowledgebase approach tool substitution order validate suitability substitute conduct experiment involve 22 substitution scenario substitute compute propose approach validate basis expert choice scenario evaluation show 20 22 scenario 91 approach identify substitute expert,kr,year_2018_2019,2018,notopic,27,0,nokeyword,4
metric temporal extension dllite intervalrigid name,franz baader stefan borgwardt patrick koopmann ana ozaki veronika thost,dllite description logic allow modeling domain knowledge top database efficient reasoning focus metric temporal extension dllitebool fragment study complexity satisfiability particular investigate influence rigid intervalrigid symbol allow modeling knowledge remain valid time show especially latter add considerable expressive power many logic always increase complexity,kr,year_2018_2019,2018,notopic,21,0,nokeyword,1
compile away soft trajectory constraint plan,francesco percassi alfonso e. gerevini,noabstract,kr,year_2018_2019,2018,notopic,23,0,nokeyword,3
filter clinical guideline interaction precondition case study diabete guideline,noauthor,noabstract,kr,year_2018_2019,2018,notopic,13,0,nokeyword,3
complexity projection stochastic action probabilistic description logic,satyadharma tirtarasa benjamin zarrieß,noabstract,kr,year_2018_2019,2018,notopic,24,0,nokeyword,4
universal composability comparison different model,dafna kidron yehuda lindell,noabstract,kr,year_2018_2019,2018,banana cultivation research,0,0,composability computer science theoretical computer science programming language,4
private function evalutation universal circuit,yu yu,noabstract,kr,year_2018_2019,2018,cryptography datum security,0,0,function biology electronic circuit computer science business engineering electrical engineering biology,3
address effect temperature variation intrinsic memorybase physical unclonable function,nikolaos athanasios anagnostopoulos tolga arul yufan fan christian hatzfeld fatemeh tehranipoor stefan katzenbeisser,noabstract,kr,year_2018_2019,2018,physical unclonable function pufs hardware security,8,0,computer science physical unclonable function cryptography computer security,1
wiretap cod context pufs,christoph frisch,noabstract,kr,year_2018_2019,2018,physical unclonable function pufs hardware security,0,0,context archaeology computer science cod social science mathematic geography statistic,1
errorcorrecte code latticebase key exchange,tim fritzmann thomas pöppelmann johanna sepulveda,noabstract,kr,year_2018_2019,2018,dna biological computing,0,0,computer science lattice music algorithm mathematic theoretical computer science physics,1
postquantum software update,gianluca dini salvatore lombardi tommaso antonini,article examine update framework combine stateful hashbase signature mitigate key lifetime concern protect private key compromise transition postquantum cryptography,kr,year_2018_2019,2018,distribute system fault tolerance,15,0,stateful firewall hash function computer science software computer network programming language,1
lowcost countermeasure horizontal bus addressbit sca,ievgen kabin dan kreiser zoya dyka peter langendoerfer,noabstract,kr,year_2018_2019,2018,cryptographic implementation security,1,0,countermeasure bit key computer science computer security engineering,1
hcca montgomery kp design,ievgen kabin zoya dyka dan kreiser peter langendoerfer,noabstract,kr,year_2018_2019,2018,cryptographic implementation security,4,0,computer science,1
advanced reconfigurable physical unclonable function arpufs security application,jorge guajardo∗,noabstract,kr,year_2018_2019,2018,physical unclonable function pufs hardware security,0,0,physical unclonable function computer science physical security computer security embed system cryptography authentication law hardware security module,1
bison instantiate whitened swapornot construction,anne canteaut virginie lallemand gregor leander patrick neumann friedrich wiemer,noabstract,kr,year_2018_2019,2018,cod theory cryptography,57,0,swap finance computer science block permutation group theory theoretical computer science computer security mathematic combinatoric,1
cryptoexample secure minimal complete copyable test code example crypto apis,kai mindermann stefan wagner,noabstract,kr,year_2018_2019,2018,advanced malware detection technique,0,0,programming language computer science code set theory set abstract datum type,1
cryptographic gamestyle language easycrypt,cécile baritel-ruet,noabstract,kr,year_2018_2019,2018,chaosbase imagesignal encryption,0,0,style visual art computer science cryptography computer security linguistic art philosophy literature,1
optical fault injection often use setup,dmytro petryk zoya dyka peter langendoerfer,noabstract,kr,year_2018_2019,2018,integrate circuit semiconductor failure analysis,2,0,computer science,2
machine learning base sender identification controller area network,hyunseo shin wangyu park suhong kim juhum kweon changjoo moon,noabstract,kr,year_2018_2019,2018,network security intrusion detection,0,0,identification biology computer science artificial intelligence communication source machine learn computer network,1
automatic security analysis symbolic model use tamarinprover,cas cremers,noabstract,kr,year_2018_2019,2018,user authentication security system,0,0,gas meter prover symbolic trajectory evaluation computer science symbolic datum analysis symbolic programming language theoretical computer science mathematic model check psychology mathematical proof,2
challenge postquantum security reduction,patrick struck,noabstract,kr,year_2018_2019,2018,quantum computing algorithm architecture,4,0,computer security computer science business,1
privacypreserve genomic large scale,xiaowen suo fuzhong xue yanyan zhao,noabstract,kr,year_2018_2019,2018,ethic clinical research,0,0,genomics scale ratio computer science computational biology internet privacy biology genome genetic geography gene,1
chain whip approach lighweight mac,stephen c. preston,noabstract,kr,year_2018_2019,2018,design education practice,0,0,business computer science,1
proceeding joint proceeding reason ambiguous conflict evidence recommendation medicine medracer 2018 3rd international workshop ontology modularity contextuality evolution womocoe 2018 colocate 16th international conference principle knowledge representation reasoning kr 2018 tempe arizona usa october 29th 2018,gianluca torta liliana ardissono marco corona luigi la riccia angioletta voghera,noabstract,kr,year_2018_2019,2018,notopic,0,0,nokeyword,1
29 kryptotag renningen germany september 67 2018,valentin knappich timo pierre schrader,noabstract,kr,year_2018_2019,2018,notopic,0,0,nokeyword,1
knowledge representation health care hec 2016 international joint workshop kr4hcprohealth 2016 munich germany september 2 2016 revise select paper,manfred reichert richard lenz riaã±o david,noabstract,kr,year_2016_2017,2017,artificial intelligence healthcare,0,0,computer science health informatic representation politic informatics health care knowledge representation reasoning library science operation research datum science artificial intelligence political science engineering,1
bisimulations datum graph,sergio abriola pablo barceló diego figueira santiago figueira,bisimulation provide structural condition characterize indistinguishability external observer node label graph fundamental notion use many area verification graphstructure database constraint satisfaction however several current application use graph node also contain datum call datum graph observer test equality inequality data value eg ask attribute name node different neighbor present work constitute first investigation datum aware bisimulation datum graph study problem compute bisimulation base observational indistinguishability xpath language extend modal logic like pdl test datum equality without transitive closure operator show general problem pspacecomplete identify several restriction yield well complexity bound conp ptime control suitable parameter problem namely amount nonlocality allow class model consider graph dag tree particular analysis yield hierarchy tractable fragment,kr,year_2016_2017,2016,logic reasoning knowledge,59,0,p theoretical computer science computer science mathematics unary operation discrete mathematic time complexity,4
unsupervised ground textual description object feature action video,m. leordeanu r. collins,noabstract,kr,year_2016_2017,2016,notopic,15,0,nokeyword,4
axiomatic foundation acceptability semantic,juraj steiner,noabstract,kr,year_2016_2017,2016,notopic,21,0,nokeyword,3
rank argument compensationbase semantic,bruno yun srdjan vesic madalina croitoru,noabstract,kr,year_2016_2017,2016,notopic,0,0,nokeyword,2
prompt alternatingtime epistemic logic,noauthor,noabstract,kr,year_2016_2017,2016,notopic,37,0,nokeyword,4
argumentative approach reason maximal consistency,ofer arieli annemarie borg christian straßer,noabstract,kr,year_2016_2017,2016,notopic,13,0,nokeyword,3
boolean hedonic game,boris sobot,study hedonic game dichotomous preference hedonic game cooperative game player desire form coalition care makeup coalition member indifferent makeup coalition assumption dichotomous preference mean additionally player preference relation partition set coalition player member two equivalence class satisfactory unsatisfactory player indifferent satisfactory coalition indifferent unsatisfactory coalition strictly prefer satisfactory coalition unsatisfactory coalition develop succinct representation game player preference relation represent propositional formula show solution concept hedonic game dichotomous preference characterise propositional formula,kr,year_2016_2017,2016,notopic,32,0,nokeyword,2
general modifierbase framework inconsistencytolerant query answer,rim mohamed zied bouraoui zied loukil faiez gargouri,propose general framework inconsistencytolerant query answer within existential rule set framework unify main semantic propose state art introduce new one base cardinality majority principle rely two key notion modifier inference strategy inconsistencytolerant semantic see composite modifier plus inference strategy compare obtain semantic productivity point view,kr,year_2016_2017,2016,notopic,20,0,nokeyword,2
justification statement argumentationbase reasoning,noauthor,noabstract,kr,year_2016_2017,2016,notopic,8,0,nokeyword,4
extend consequencebase reasoning sriq,dwight deugo,consequencebase calculi family reasoning algorithm description logic dls combine hypertableau resolution way often achieve excellent performance practice however propose either horn dls support disjunction dls without count quantifier paper present novel consequencebase calculus sriq rich dl supports feature extension nontrivial since intermediate consequence need derive reasoning capture use dls result preliminary performance evaluation suggest feasibility approach practice,kr,year_2016_2017,2016,notopic,47,0,nokeyword,1
characterize equivalence notion labellingbase semantic,noauthor,noabstract,kr,year_2016_2017,2016,notopic,51,0,nokeyword,3
abstract logical approach characterize strong equivalence logicbase knowledge representation formalism,ringo baumann hannes strass,noabstract,kr,year_2016_2017,2016,notopic,9,0,nokeyword,4
foundation generalize plan unbounded stochastic domain,z. zhao,noabstract,kr,year_2016_2017,2016,notopic,42,0,nokeyword,3
querybase comparison mapping ontologybase data access,josé mora lópez,noabstract,kr,year_2016_2017,2016,notopic,33,0,nokeyword,3
logics semantic indeterminate causation,noauthor,noabstract,kr,year_2016_2017,2016,notopic,26,0,nokeyword,5
declarative solver development case study,helmut seidl ralf vogler,noabstract,kr,year_2016_2017,2016,notopic,45,0,nokeyword,3
consolidate probabilistic knowledge basis via belief contraction,glauber de bona,noabstract,kr,year_2016_2017,2016,notopic,26,0,nokeyword,5
refer expression query answer first order knowledge basis,gopalakrishnan krishnaswamy sivaprakasam giora slutzki,noabstract,kr,year_2016_2017,2016,notopic,24,0,nokeyword,2
containment monadic disjunctive datalog mmsnp expressive description logic,cristina feier antti kuusisto carsten lutz,study query containment three closely relate formalism monadic disjunctive datalog mddlog mmsnp logical generalization constraint satisfaction problem ontologymediate query omqs base expressive description logic union conjunctive query containment mmsnp know decidable due result feder vardi exact complexity remain open prove 2nexptimecompleteness extend result monadic disjunctive datalog omqs,kr,year_2016_2017,2016,notopic,37,0,nokeyword,1
analysis equational property wellfounde fix point,arnaud carayol zoltán ésik,wellfounde fix point use several area knowledge representation reasoning give semantic logic program involve negation important ingredient approximation fix point theory study logical property parametric wellfounde fix point operation show operation satisfie several equational property fix point operation describe axiom iteration theory,kr,year_2016_2017,2016,logic reasoning knowledge,33,0,computer science point geometry fix point mathematic geometry mathematical analysis,2
jargsemsat efficient offtheshelf solver abstract argumentation framework,federico cerutti mauro vallati massimiliano giacomin,noabstract,kr,year_2016_2017,2016,notopic,22,0,nokeyword,3
openworld probabilistic database,i̇smail i̇lkan ceylan adnan darwiche guy van den broeck,abstract largescale probabilistic knowledge basis become increasingly important academia industry continuously extend new datum power modern information extraction tool associate probability knowledge base fact state art store process datum found probabilistic database many system base probabilistic database however still certain semantic deficiency limit potential application revisit semantic probabilistic database argue closedworld assumption probabilistic database ie assumption fact appear database probability zero conflict everyday use largescale probabilistic knowledge basis address discrepancy propose openworld probabilistic database new probabilistic datum model new data model probability unknown fact also call open fact assign probability value default probability interval analysis entail model align well many realworld task query answer relational learn knowledge base completion rule mining make various technical contribution show datum complexity dichotomy polynomial time evaluate union conjunctive query probabilistic database lift openworld model result support algorithm compute probability socalle safe query efficiently base algorithm prove evaluate safe query linear time probabilistic database reasonable assumption remain true openworld probabilistic database restrict class safe query extend datum complexity analysis beyond union conjunctive query obtain host complexity result classical openworld probabilistic database conclude analysis indepth investigation combine complexity respective model,kr,year_2016_2017,2016,bayesian model causal inference,96,0,probabilistic database probabilistic logic probabilistic argumentation computer science database probabilistic relevance model probabilistic ctl knowledge base uncertain datum probabilistic analysis algorithm possible world divergencefromrandomness model semantics computer science datum mining relational database artificial intelligence database theory programming language,4
guide planning engine transitionbase domain control knowledge,lukáš chrpa roman barták jindřich vodrážka marta vomlelová,noabstract,kr,year_2016_2017,2016,notopic,12,0,nokeyword,2
sit approach maximize satisfiability qualitative spatial temporal constraint network,jean-francois condotta ali mensi issam nouaouri michael sioutis lamjed ben said,noabstract,kr,year_2016_2017,2016,notopic,28,0,nokeyword,4
quantify conflict spatial temporal information,a. ostaszewska r. kłoda,noabstract,kr,year_2016_2017,2016,notopic,43,0,nokeyword,3
approximations refinement certain answer via manyvalue logic,robert ackermann,noabstract,kr,year_2016_2017,2016,notopic,39,0,nokeyword,5
abstract argumentation casebase reasoning,adam gould guilherme paulino-passos seema dadhania matthew williams francesca toni,noabstract,kr,year_2016_2017,2016,notopic,23,0,nokeyword,4
aba assumptionbase argumentation preference,ofer arieli jesse heyninck,thesis focus use computational argumentation theory model commonsense reasoning preference commonsense reasoning entail deal incomplete uncertain conflict information argumentation branch artificial intelligence ai provide mean reason information formal way important aspect commonsense reasoning reasoning preference information deal preference important phenomenon argumentation research aim contribute understand preference information treatment argumentation commonsense reasoning well ai large objective equip well establish structured argumentation formalism assumptionbase argumentation aba new preference handling mechanism end propose extension aba call aba preference account reverse attack yield novel way deal preference information structured argumentation also advance new property concern contraposition rule call weak contraposition applicable aba potentially generic approach rulebase reasoning preference argue aba without weak contraposition exhibit various desirable formal property concern argumentation andor preference handle analyse aba context formalism argumentation preference contend advantage aba,kr,year_2016_2017,2016,multiagent system negotiation,192,0,argumentation theory formalism music computer science theoretical computer science epistemology artificial intelligence philosophy,2
